 Abstract,Authors,DOI,Database,Descriptor(s),Entry Date,Fulltext URL,ID,ISSN,Issue number,Journal,Language,Publication Country,Publication year,Source,Title,Type,Unnamed: 18,Unnamed: 19,Volume number
"Background: There is a major public health challenge threatening the world with the rapid spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which emerged in December 2019 from Wuhan, China. Objective: The aim of this study was to assess the knowledge, attitude and practice regarding COVID-19 and its transmission, causes and prevention among people living in Malaysia. Methods: A cross-sectional study was conducted among people living in Malaysia by using an online survey in March and April 2020. Results: Out of 520 respondents, the mean age was 36.9 ¡À 14.9, between 19 and 67?years with the majority being female. Most respondents had good knowledge, attitude and practice towards COVID-19 with mean ¡À sd 18.2 ¡À 1.7, 5.2 ¡À 1.1 and 4.1 ¡À 1.4, respectively. In addition, the majority had good knowledge regarding cause, mode of transmission, signs and symptoms, prevention and treatment and quarantine measures after answering 21 questions. Conclusion: To date, there is no specific treatment or vaccine for COVID-19, thus staying at home is the best preventive measure to curb the further growth of positive cases in the country. These findings could provide an insight in designing effective preparedness for future pandemic outbreaks.","Alabed, Alabed Ali A; Elengoe, Asita; Anandan, Elan Selvi; Almahdi, Abdullah Y",,MEDLINE,,20201021.0,https://dx.doi.org/10.1007/s10389-020-01395-9,covidwho-880325,2198-1833,,Z Gesundh Wiss,en,DE,2020.0,"Z Gesundh Wiss;: 1-10, 2020 Oct 14. ","Recent perspectives and awareness on transmission, clinical manifestation, quarantine measures, prevention and treatment of COVID-19 among people living in Malaysia in 2020.",article,,,
"BACKGROUND: The availability of a COVID-19 vaccine has been heralded as key to controlling the COVID-19 pandemic. COVID-19 vaccination programme success will rely on public willingness to be vaccinated. METHODS: We used a multi-methods approach - involving an online cross-sectional survey and semi-structured interviews - to investigate parents&#039; and guardians&#039; views on the acceptability of a future COVID-19 vaccine. 1252 parents and guardians (aged 16?+?years) who reported living in England with a child aged 18?months or under completed the survey. Nineteen survey participants were interviewed. FINDINGS: Most survey participants reported they would likely accept a COVID-19 vaccine for themselves (Definitely 55.8%; Unsure but leaning towards yes 34.3%) and their child/children (Definitely 48.2%; Unsure but leaning towards yes 40.9%). Less than 4% of survey participants reported that they would definitely not accept a COVID-19 vaccine. Survey participants were more likely to accept a COVID-19 vaccine for themselves than their child/children. Participants that self-reported as Black, Asian, Chinese, Mixed or Other ethnicity were almost 3 times more likely to reject a COVID-19 vaccine for themselves and their children than White British, White Irish and White Other participants. Survey participants from lower-income households were also more likely to reject a COVID-19 vaccine. In open-text survey responses and interviews, self-protection from COVID-19 was reported as the main reason for vaccine acceptance. Common concerns identified in open-text responses and interviews were around COVID-19 vaccine safety and effectiveness, mostly prompted by the newness and rapid development of the vaccine. CONCLUSION: Information on how COVID-19 vaccines are developed and tested, including their safety and efficacy, must be communicated clearly to the public. To prevent inequalities in uptake, it is crucial to understand and address factors that may affect COVID-19 vaccine acceptability in ethnic minority and lower-income groups who are disproportionately affected by COVID-19.","Bell, Sadie; Clarke, Richard; Mounier-Jack, Sandra; Walker, Jemma L; Paterson, Pauline",,MEDLINE,"COVID-19 Vaccines/therapeutic use; Parents; Patient Acceptance of Health Care; Vaccination; Adolescent; Adult; COVID-19/prevention &amp;amp; control; Child; Cross-Sectional Studies; England/ethnology; Ethnic Groups; Female; Health Knowledge, Attitudes, Practice; Health Surveys; Humans; Male; Middle Aged; Vaccination/psychology; Young Adult",20201020.0,https://dx.doi.org/10.1016/j.vaccine.2020.10.027,covidwho-872534,1873-2518,49,Vaccine,en,NL,2020.0,"Vaccine;38(49): 7789-7798, 2020 11 17. ",Parents&#039; and guardians&#039; views on the acceptability of a future COVID-19 vaccine: A multi-methods study in England.,article,,,38
"Many conspiracy theories appeared along with the COVID-19 pandemic. Since it is documented that conspiracy theories negatively affect vaccination intentions, these beliefs might become a crucial matter in the near future. We conducted two cross-sectional studies examining the relationship between COVID-19 conspiracy beliefs, vaccine attitudes, and the intention to be vaccinated against COVID-19 when a vaccine becomes available. We also examined how these beliefs predicted support for a controversial medical treatment, namely, chloroquine. In an exploratory study 1 (N = 409), two subdimensions of COVID-19 conspiracy beliefs were associated with negative attitudes toward vaccine science. These results were partly replicated and extended in a pre-registered study 2 (N = 396). Moreover, we found that COVID-19 conspiracy beliefs (among which, conspiracy beliefs about chloroquine), as well as a conspiracy mentality (i.e., predisposition to believe in conspiracy theories) negatively predicted participants&#039; intentions to be vaccinated against COVID-19 in the future. Lastly, conspiracy beliefs predicted support for chloroquine as a treatment for COVID-19. Interestingly, none of the conspiracy beliefs referred to the dangers of the vaccines. Implications for the pandemic and potential responses are discussed.","Bertin, Paul; Nera, Kenzo; Delouv¨¦e, Sylvain",,MEDLINE,,20201015.0,https://dx.doi.org/10.3389/fpsyg.2020.565128,covidwho-858806,1664-1078,,Front Psychol,en,CH,2020.0,"Front Psychol;11: 565128, 2020. ","Conspiracy Beliefs, Rejection of Vaccination, and Support for hydroxychloroquine: A Conceptual Replication-Extension in the COVID-19 Pandemic Context.",article,,,11
"On 8 April 2020, the Chinese government lifted the lockdown and opened up public transportation in Wuhan, China, the epicentre of the COVID-19 pandemic. After 76 days in lockdown, Wuhan residents were allowed to travel outside of the city and go back to work. Yet, given that there is still no vaccine for the virus, this leaves many doubting whether life will indeed go back to normal. The aim of this research was to track longitudinal changes in motivation for self-isolating, life-structured, indicators of well-being and mental health after lockdown was lifted. We have recruited 462 participants in Wuhan, China, prior to lockdown lift between 3 and 7 April 2020 (Time 1), and have followed up with 292 returning participants between 18 and 22 April 2020 (Time 2), 284 between 6 and 10 May 2020 (Time 3), and 279 between 25 and 29 May 2020 (Time 4). This four-wave study used latent growth models to examine how Wuhan residents&#039; psychological experiences change (if at all) within the first two months after lockdown was lifted. The Stage 1 manuscript associated with this submission received in-principle acceptance (IPA) on 2 June 2020. Following IPA, the accepted Stage 1 version of the manuscript was preregistered on the OSF at https://osf.io/g2t3b. This preregistration was performed prior to data analysis. Generally, our study found that: (i) a majority of people still continue to value self-isolation after lockdown was lifted; (ii) by the end of lockdown, people perceived gradual return to normality and restored structure of everyday life; (iii) the psychological well-being slightly improved after lockdown was lifted; (iv) people who used problem solving and help-seeking as coping strategies during lockdown had better well-being and mental health by the end of the lockdown; (v) those who experienced more disruptions in daily life during lockdown would display more indicators of psychological ill-being by the end of the lockdown.","Zhou, Tong; Nguyen, Thuy-Vy Thi; Zhong, Jiayi; Liu, Junsheng",,MEDLINE,,20201014.0,https://dx.doi.org/10.1098/rsos.200705,covidwho-852074,2054-5703,9,R Soc Open Sci,en,GB,2020.0,"R Soc Open Sci;7(9): 200705, 2020 Sep. ","A COVID-19 descriptive study of life after lockdown in Wuhan, China.",article,,,7
"A coronavirus disease-19 (COVID-19) caused by a novel coronavirus has appeared in China by the end of 2019 and later recognized as a global pandemic. This pandemic has evolved as a global public health menace. It has affected every aspect of human life. In line with these concerns, governments and the scientific community react promptly to the outbreak of this pandemic. These efforts are devoted to develop vaccine and curative medicines. Further efforts are dedicated to assessing the impacts of the pandemic in relation to socioeconomic, psychological, and environmental dimensions. In this regard, it is important to follow up developments and research activities on this global issue. The present work intended to tracking the current hotspots and research trends on COVID-19 in environmental fields. Bibliometric analysis and visualization mapping were utilized with the objective of revealing and evaluating the developments in knowledge on COVID-2019 and its impacts based on a collection of environmental sources. A sum of 729 documents were collected from Scopus database limiting to environmental sources only. Of all these publications, 563 (77.2%) were articles, 56 (7.7%) were reviews, and 110 (15.0%) were others. China has the highest share of publications (163; 22.4%). It is followed by the USA (139; 19.15), and Italy (110; 15.1%). Most publications on COVID-19 were in prestigious journals. The most productive institution at global level was Chinese Academy of Sciences, China (24 documents; 3.3%). The most prevalent topics are in relation to impacts of the pandemic on air quality, mental health, psychological, and economic aspects. The development of these topics is based on cross-sectional studies, evidence-based tools, remote sensing, satellite mapping, geographic information systems, market analysis and sampling. The progress of environmental research on COVID-19 will guide the development of global environmental strategies to control future global environmental risks.","Zyoud, Shaher H; Zyoud, Ahed H",,MEDLINE,,20201013.0,https://dx.doi.org/10.1007/s10668-020-01004-5,covidwho-846942,1573-2975,,Environ Dev Sustain,en,NL,2020.0,"Environ Dev Sustain;: 1-29, 2020 Oct 06. ",Coronavirus disease-19 in environmental fields: a bibliometric and visualization mapping analysis.,article,,,
"Objectives: There is an incomplete understanding of the host humoral immune response to severe acute respiratory syndrome (SARS)-coronavirus (CoV)-2, which underlies COVID-19, during acute infection. Host factors such as age and sex as well as the kinetics and functionality of antibody responses are important factors to consider as vaccine development proceeds. The receptor-binding domain of the CoV spike (RBD-S) protein mediates host cell binding and infection and is a major target for vaccine design to elicit neutralising antibodies. Methods: We assessed serum anti-SARS-CoV-2 RBD-S IgG, IgM and IgA antibodies by a two-step ELISA and neutralising antibodies in a cross-sectional study of hospitalised COVID-19 patients of varying disease severities. Anti-RBD-S IgG levels were also determined in asymptomatic seropositives. Results: We found equivalent levels of anti-RBD-S antibodies in male and female patients and no age-related deficiencies even out to 93?years of age. The anti-RBD-S response was evident as little as 6?days after onset of symptoms and for at least 5?weeks after symptom onset. Anti-RBD-S IgG, IgM and IgA responses were simultaneously induced within 10?days after onset, with anti-RBD-S IgG sustained over a 5-week period. Anti-RBD-S antibodies strongly correlated with neutralising activity. Lastly, anti-RBD-S IgG responses were higher in symptomatic COVID-19 patients during acute infection compared with asymptomatic seropositive donors. Conclusion: Our results suggest that anti-RBD-S IgG reflect functional immune responses to SARS-CoV-2, but do not completely explain age- and sex-related disparities in COVID-19 fatalities.","Graham, Nancy R; Whitaker, Annalis N; Strother, Camilla A; Miles, Ashley K; Grier, Dore; McElvany, Benjamin D; Bruce, Emily A; Poynter, Matthew E; Pierce, Kristen K; Kirkpatrick, Beth D; Stapleton, Renee D; An, Gary; van den Broek-Altenburg, Eline; Botten, Jason W; Crothers, Jessica W; Diehl, Sean A",,MEDLINE,,20201009.0,https://dx.doi.org/10.1002/cti2.1189,covidwho-837988,2050-0068,10,Clin Transl Immunology,en,AU,2020.0,"Clin Transl Immunology;9(10): e1189, 2020. ","Kinetics and isotype assessment of antibodies targeting the spike protein receptor-binding domain of severe acute respiratory syndrome-coronavirus-2 in COVID-19 patients as a function of age, biological sex and disease severity.",article,,,9
"BACKGROUND: Social distancing measures (e.g., avoiding travel, limiting physical contact with people outside of one&#039;s household, and maintaining a 1 or 2-metre distance between self and others when in public, depending on the country) are the primary strategies used to prevent transmission of the SARS-Cov-2 virus that causes COVID-19. Given that there is no effective treatment or vaccine for COVID-19, it is important to identify barriers and facilitators to adherence to social distancing to inform ongoing and future public health campaigns. METHOD: This cross-sectional study was conducted online with a convenience sample of English-speaking adults. The survey was administered over the course of three weeks (March 30 -April 16, 2020) when social distancing measures were well-enforced in North America and Europe. Participants were asked to complete measures assessing socio-demographic characteristics, psychological constructs, including motivations to engage in social distancing, prosocial attitudes, distress, and social distancing behaviors. Descriptive (mean, standard deviation, percentage) and inferential statistics (logistic regression) were used to describes endorsement rates for various motivations, rates of adherence to social distancing recommendations, and predictors of adherence. RESULTS: Data were collected from 2013 adults living primarily in North America and Europe. Most frequently endorsed motivations to engage in social distancing (or facilitators) included &quot;I want to protect others&quot; (86%), &quot;I want to protect myself&quot; (84%), and I feel a sense of responsibility to protect our community&quot; (84%). Most frequently endorsed motivations against social distancing (or barriers) included &quot;There are many people walking on the streets in my area&quot; (31%), &quot;I have friends or family who need me to run errands for them&quot; (25%), &quot;I don&#039;t trust the messages my government provides about the pandemic&quot; (13%), and &quot;I feel stressed when I am alone or in isolation&quot; (13%). Adherence to social distancing recommendations ranged from 45% for &quot;working from home or remotely&quot; to 90% for &quot;avoiding crowded places/non-essential travel&quot;, with men and younger individuals (18-24 years) showing lower adherence compared to women and older individuals. CONCLUSION: This study found that adherence to social distancing recommendations vary depending on the behaviour, with none of the surveyed behaviours showing perfect adherence. Strongest facilitators included wanting to protect the self, feeling a responsibility to protect the community, and being able to work/study remotely; strongest barriers included having friends or family who needed help with running errands and socializing in order to avoid feeling lonely. Future interventions to improve adherence to social distancing measures should couple individual-level strategies targeting key barriers to social distancing identified herein, with effective institutional measures and public health interventions. Public health campaigns should continue to highlight compassionate attitudes towards social distancing.","Coroiu, Adina; Moran, Chelsea; Campbell, Tavis; Geller, Alan C",,MEDLINE,"Betacoronavirus; Coronavirus Infections/epidemiology; Coronavirus Infections/prevention &amp;amp; control; Guideline Adherence; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/epidemiology; Pneumonia, Viral/prevention &amp;amp; control; Public Health; Quarantine/methods; Social Isolation; Adolescent; Adult; Aged; COVID-19; Coronavirus Infections/psychology; Coronavirus Infections/virology; Cross-Sectional Studies; Europe/epidemiology; Female; Humans; Incidence; Male; Middle Aged; Motivation; North America/epidemiology; Pneumonia, Viral/psychology; Pneumonia, Viral/virology; SARS-CoV-2; Surveys and Questionnaires; Young Adult",20201008.0,https://dx.doi.org/10.1371/journal.pone.0239795,covidwho-835952,1932-6203,10,PLoS One,en,US,2020.0,"PLoS One;15(10): e0239795, 2020. ",Barriers and facilitators of adherence to social distancing recommendations during COVID-19 among a large international sample of adults.,article,,,15
"Introduction The spread of COVID-19 has challenged the paramedic community¡¯s ability to provide health care, maintain personal safety, and implement evidence informed decisions and programs. The study objective was to examine the published literature related to paramedicine and pandemics. Methods A rapid review of research derived from an existing broad database of literature generated between 2006 and 2019 was used. We conducted a targeted secondary search of this database to identify studies of pandemics in paramedicine contexts and included three levels of screening. We used content analysis to identify broad themes and subthemes, and provide summaries and descriptions of each. Results From 54,638 citations, our search identified 24 citations representing eight countries. The most common method of enquiry was cross-sectional survey (n=10). Five broad themes (and 15 subthemes) were identified: general planning and preparedness (impact to paramedic service operations, roles and responsibilities, communication centre preparedness, paramedic service preparedness, training); workforce (availability of personal protective equipment, safety of family, perception of risk, trust in the organisation); ethics (duty, resource allocation); (triage (needless exposure to infection, transmission of disease); and vaccination (vaccination information, organisational readiness). Conclusion The evidence base describes the importance of pandemic planning and preparedness for emergency medical services and integrating these activities into broader public health and healthcare system plans. Although this rapid review provides a foundation to support response plans and research, it is considered ¡®just in time¡¯ for the evolving pandemic, and further work understanding research in paramedicine and pandemics is recommended.","Cavanagh, Nicola; Tavares, Walter; Taplin, John; Hall, Claire; Weiss, Dale; Blanchard, Ian",,ELSEVIER,,20201007.0,https://doi.org/10.33151/ajp.17.826,covidwho-819611,22027270,17,Australas. J. Paramedicine,en,,2020.0,"Australas. J. Paramedicine;(17): 1-12, 20200106.",A rapid review of pandemic studies in paramedicine,article,,,
"BACKGROUND: Without any pharmaceutical intervention and vaccination, the only way to combat Coronavirus Disease 2019 (COVID-19) is to slow down the spread of the disease by adopting non-pharmaceutical public health interventions (PHIs). Patient isolation, lockdown, quarantine, social distancing, changes in health care provision, and mass screening are the most common non-pharmaceutical PHIs to cope with the epidemic. However, there is neither systematic evidence on the effectiveness of non-pharmaceutical PHIs in controlling the COVID-19 nor on how these interventions work in different contexts. Therefore, in this study we will address two main objectives: 1) to assess the effectiveness of the non-pharmaceutical PHIs in controlling the spread of COVID-19 using a systematic review and meta-analyses; 2) to explore why, how, and for whom these interventions work using a realist review. MATERIALS AND METHODS: This review study has two main phases. In the first phase of this study, we will extract data from two main types of studies including quasi-experimental studies (such as quasi-randomized trials, controlled before-after studies (CBAs) and interrupted time series studies (ITSs)) and observational studies (such as cohort, case-control, and cross-sectional studies), written in the English language. We will explore effectiveness of the non-pharmaceutical PHIs targeted either suppression or mitigation strategies (or a combination of both) in controlling the COVID-19 epidemics in the community level. Effectiveness will be considered as the changes in mortality rate, incidence rate, basic reproduction number rate, morbidity rate, rates of hospitalization, rates of intensive care unit (ICU) hospitalization, and other health outcomes where possible. We will perform random-effects meta-analyses, if possible, using CMA software. In the second phase, we will conduct a realist review to find out how, why, for whom, and in what circumstances the non-pharmaceutical PHIs work. At the realist review, we will identify and explore Context-Mechanism-Outcome configurations to provide a robust explanation on the effectiveness of the interventions in different contexts using Pawson&#039;s 5-step realist review template including: &quot;clarify scope; search for evidence; appraise primary studies and extract data; synthesize evidence and draw conclusions; and disseminate, implement and evaluate&quot;. Although the steps are presented in a linear manner, in practice, we will follow them in iterative stages to fill any potential overlap. DISCUSSION: The findings of this research will provide a crucial insight into how and in which context the non-pharmaceutical PHIs work in controlling the spread of COVID-19. Conducting a systematic review and meta-analysis in line with a realist review will allow us to draw a robust conclusion on the effects and the way in which the interventions work. Understanding the role of contextual factors in the effectiveness of non-pharmaceutical PHIs and the mechanism of this process could enable policymakers to implement appropriate policies and manage the COVID-19 epidemics more efficiently. SYSTEMATIC REVIEW REGISTRATION: CRD42020186855.","Iezadi, Shabnam; Azami-Aghdash, Saber; Ghiasi, Akbar; Rezapour, Aziz; Pourasghari, Hamid; Pashazadeh, Fariba; Gholipour, Kamal",,MEDLINE,"Communicable Disease Control/methods; Coronavirus Infections/prevention &amp;amp; control; Coronavirus Infections/therapy; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/prevention &amp;amp; control; Pneumonia, Viral/therapy; Basic Reproduction Number; Betacoronavirus; COVID-19; Controlled Before-After Studies; Coronavirus Infections/mortality; Hospitalization/statistics &amp;amp; numerical data; Humans; Interrupted Time Series Analysis; Meta-Analysis as Topic; Non-Randomized Controlled Trials as Topic; Observational Studies as Topic; Pneumonia, Viral/mortality; Research Design; SARS-CoV-2; Systematic Reviews as Topic",20201005.0,https://dx.doi.org/10.1371/journal.pone.0239554,covidwho-810247,1932-6203,9,PLoS One,en,US,2020.0,"PLoS One;15(9): e0239554, 2020. ",Effectiveness of the non-pharmaceutical public health interventions against COVID-19; a protocol of a systematic review and realist review.,article,,,15
"SARS-CoV-2 is responsible for the coronavirus disease 2019 (COVID-19) pandemic, infecting millions of people and causing hundreds of thousands of deaths. The Spike glycoproteins of SARS-CoV-2 mediate viral entry and are the main targets for neutralizing antibodies. Understanding the antibody response directed against SARS-CoV-2 is crucial for the development of vaccine, therapeutic, and public health interventions. Here, we perform a cross-sectional study on 106 SARS-CoV-2-infected individuals to evaluate humoral responses against SARS-CoV-2 Spike. Most infected individuals elicit anti-Spike antibodies within 2?weeks of the onset of symptoms. The levels of receptor binding domain (RBD)-specific immunoglobulin G (IgG) persist over time, and the levels of anti-RBD IgM decrease after symptom resolution. Although most individuals develop neutralizing antibodies within 2?weeks of infection, the level of neutralizing activity is significantly decreased over time. Our results highlight the importance of studying the persistence of neutralizing activity upon natural SARS-CoV-2 infection.","Pr¨¦vost, J¨¦r¨¦mie; Gasser, Romain; Beaudoin-Bussi¨¨res, Guillaume; Richard, Jonathan; Duerr, Ralf; Laumaea, Annemarie; Anand, Sai Priya; Goyette, Guillaume; Benlarbi, Mehdi; Ding, Shilei; Medjahed, Halima; Lewin, Antoine; Perreault, Jos¨¦e; Tremblay, Tony; Gendron-Lepage, Gabrielle; Gauthier, Nicolas; Carrier, Marc; Marcoux, Diane; Pich¨¦, Alain; Lavoie, Myriam; Benoit, Alexandre; Loungnarath, Vilayvong; Brochu, Gino; Haddad, Elie; Stacey, Hannah D; Miller, Matthew S; Desforges, Marc; Talbot, Pierre J; Maule, Graham T Gould; C?t¨¦, Marceline; Therrien, Christian; Serhir, Bouchra; Bazin, Ren¨¦e; Roger, Michel; Finzi, Andr¨¦s",,MEDLINE,,20201002.0,https://dx.doi.org/10.1016/j.xcrm.2020.100126,covidwho-807604,2666-3791,7,Cell Rep Med,en,US,2020.0,"Cell Rep Med;1(7): 100126, 2020 Oct 20. ",Cross-Sectional Evaluation of Humoral Responses against SARS-CoV-2 Spike.,article,,,1
"OBJECTIVE: To examine perceptions, behaviors, and impacts surrounding COVID-19 early in the pandemic response. MATERIALS AND METHODS: A cross-sectional survey of 1,030 U.S. adults was administered on March 31st, 2020. This survey examined attitudes toward media, government, and community responses to COVID-19 by political ideology and sociodemographic factors. Knowledge, anxieties, and impacts of COVID-19 were also assessed. RESULTS: Conservatives were more likely to report that COVID-19 was receiving too much media coverage and people were generally overreacting; liberals were more likely to report the government had not done enough in response to the pandemic. Females and those with lower income experienced more COVID-19 related economic anxieties. Those working and with children at home reported higher social, home, and work disruption. Social distancing behaviors were more common among liberals and were associated with increases in depressive symptoms. General knowledge about COVID-19 was widely exhibited across the sample, however, Black and Hispanic respondents were less likely to correctly answer questions about the availability of a vaccine and modes of transmission. CONCLUSIONS: Public health experts should consider the political climate in crafting messaging that appeals to the values of those across the political spectrum. Research on the COVID-19 pandemic should continue to monitor the effects of social distancing on mental health and among vulnerable populations.","Christensen, Sarah R; Pilling, Emily B; Eyring, J B; Dickerson, Grace; Sloan, Chantel D; Magnusson, Brianna M",,MEDLINE,"Coronavirus Infections/psychology; Health Knowledge, Attitudes, Practice; Pneumonia, Viral/psychology; Politics; Public Opinion; Social Isolation; Adult; Aged; Anxiety; Betacoronavirus; COVID-19; Communicable Disease Control/methods; Cross-Sectional Studies; Depression; Female; Humans; Internet; Male; Mass Media; Middle Aged; Pandemics; SARS-CoV-2; Surveys and Questionnaires; United States",20200925.0,https://dx.doi.org/10.1371/journal.pone.0239693,covidwho-791754,1932-6203,9,PLoS One,en,US,2020.0,"PLoS One;15(9): e0239693, 2020. ",Political and personal reactions to COVID-19 during initial weeks of social distancing in the United States.,article,,,15
"BACKGROUND: Severe acute respiratory syndrome coronavirus-2, the virus that causes COVID-19, is an emerging pandemic with heightened concerns for people with compromised immune systems, including people living with HIV. PURPOSE: In the absence of a vaccine, public health messaging to mitigate risks for COVID-19 primarily focuses on social distancing. Because people living with HIV commonly experience mistreatment associated with HIV, their response to social distancing may be complicated by psychosocial attitudes associated with COVID-19. METHODS: To evaluate these relationships, we conducted a rapid-response, cross-sectional survey with people living with HIV (N = 149) to assess social distancing practices, COVID-19 discriminatory attitudes, COVID-19 xenophobic attitudes, HIV microaggressions, and concern over contracting COVID-19. Data were collected from participants enrolled in a larger ongoing study between March 30, 2020 and April 17, 2020. RESULTS: Results indicated that choosing to socially distance to reduce COVID-19 exposure was associated with COVID-19 discriminatory attitudes, concerns of contracting COVID-19, and identifying as transgender. Likewise, social distancing imposed by others (e.g., cancelations and restrictions) was associated with concerns of contracting COVID-19. CONCLUSIONS: Findings demonstrate that social distancing measures are related to concerns of contracting the virus and discriminatory attitudes toward those who are presumed to be living with COVID-19. These potentially negative psychosocial attitudes toward people perceived to have COVID-19 echo the discriminatory actions and attitudes that we continue to observe in HIV social sciences research.","Berman, Marcie; Eaton, Lisa A; Watson, Ryan J; Andrepont, J L; Kalichman, Seth",,MEDLINE,"Coronavirus Infections/prevention &amp;amp; control; Coronavirus Infections/psychology; HIV Infections/psychology; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/prevention &amp;amp; control; Pneumonia, Viral/psychology; Social Discrimination/psychology; Social Isolation; Adult; Betacoronavirus; COVID-19; Cross-Sectional Studies; Female; Humans; Male; Prejudice; SARS-CoV-2; Surveys and Questionnaires; Young Adult",20200918.0,https://dx.doi.org/10.1093/abm/kaaa074,covidwho-772732,1532-4796,10,Ann Behav Med,en,GB,2020.0,"Ann Behav Med;54(10): 728-737, 2020 10 01. ",Social Distancing to Mitigate COVID-19 Risks Is Associated With COVID-19 Discriminatory Attitudes Among People Living with HIV.,article,,,54
"BACKGROUND: Social media is one of the most rapid and impactful ways of obtaining and delivering information in the modern era. OBJECTIVE: The aim of this study was to rapidly obtain information on public perceptions, knowledge, and behaviors related to COVID-19 in order to identify deficiencies in key areas of public education. METHODS: Using a cross-sectional study design, a survey web link was posted on the social media and messaging platforms Instagram, Twitter, and WhatsApp by the study investigators. Participants, aged &amp;#8805;18 years, filled out the survey on a voluntary basis. The main outcomes measured were knowledge of COVID-19 symptoms, protective measures against COVID-19, and source(s) of information about COVID-19. Subgroup analyses were conducted to determine the effects of age, gender, underlying illness, and working or studying in the health care industry on the perceived likelihood of acquiring COVID-19 and getting vaccinated. RESULTS: A total of 5677 subjects completed the survey over the course of 1 week. &quot;Fever or chills&quot; (n=4973, 87.6%) and &quot;shortness of breath&quot; (n=4695, 82.7%) were identified as the main symptoms of COVID-19. Washing and sanitizing hands (n=4990, 87.9%) and avoiding public places and crowds (n=4865, 85.7%) were identified as the protective measures most frequently used against COVID-19. Social media was the most utilized source for information on the disease (n=4740, 83.5%), followed by the World Health Organization (n=2844, 50.1%). Subgroup analysis revealed that younger subjects (&lt;35 years), males, and those working or studying in health care reported a higher perceived likelihood of acquiring COVID-19, whereas older subjects, females, and those working or studying in non-health care areas reported a lower perceived likelihood of acquiring COVID-19. Similar trends were observed for vaccination against COVID-19, with older subjects, females, and those working or studying in non-health care sectors reporting a lower likelihood of vaccinating against COVID-19. CONCLUSIONS: Our results are indicative of a relatively well-informed cohort implementing appropriate protective measures. However, key knowledge deficiencies exist with regards to vaccination against COVID-19, which future efforts should aim at correcting.","Ali, Khawla F; Whitebridge, Simon; Jamal, Mohammad H; Alsafy, Mohammad; Atkin, Stephen L",,MEDLINE,"Coronavirus Infections/epidemiology; Health Education/statistics &amp;amp; numerical data; Health Knowledge, Attitudes, Practice; Pneumonia, Viral/epidemiology; Social Media; Surveys and Questionnaires; Adolescent; Adult; Aged; COVID-19; Cross-Sectional Studies; Female; Humans; Male; Middle Aged; Pandemics; Vaccination; Volunteers; Young Adult",20200918.0,https://dx.doi.org/10.2196/19913,covidwho-771643,1438-8871,9,J Med Internet Res,en,CA,2020.0,"J Med Internet Res;22(9): e19913, 2020 09 08. ","Perceptions, Knowledge, and Behaviors Related to COVID-19 Among Social Media Users: Cross-Sectional Study.",article,,,22
"There is an urgent need for effective treatment and preventive vaccine to contain this devastating global pandemic, which requires a comprehensive understanding of humoral responses specific to SARS-CoV-2 during the disease progression and convalescent phase of COVID-19 patients. We continuously monitored the serum IgM and IgG responses specific to four SARS-CoV-2 related antigens, including the nucleoprotein (NP), receptor binding domain (RBD), S1 protein, and ectodomain (ECD) of the spike protein among non-severe and severe COVID-19 patients for seven weeks since disease onset. Most patients generated humoral responses against NP and spike protein-related antigens but with their distinct kinetics profiles. Combined detection of NP and ECD antigens as detecting antigen synergistically improved the sensitivity of the serological assay, compared to that of using NP or RBD as detection antigen. 80.7% of convalescent sera from COVID-19 patients revealed that the varying extents of neutralization activities against SARS-CoV-2. S1-specific and ECD-specific IgA responses were strongly correlated with the neutralization activities in non-severe patients, but not in severe patients. Moreover, the neutralizing activities of the convalescent sera were shown to significantly decline during the period between 21 days to 28 days after hospital discharge, accompanied by a substantial drop in RBD-specific IgA response. Our data provide evidence that are crucial for serological testing, antibody-based intervention, and vaccine design of COVID-19.","Chen, Yuxin; Tong, Xin; Li, Yang; Gu, Bin; Yan, Jiawei; Liu, Yong; Shen, Han; Huang, Rui; Wu, Chao",,MEDLINE,"Antibodies, Neutralizing/pharmacology; Antibodies, Viral/pharmacology; Betacoronavirus/drug effects; Coronavirus Infections/drug therapy; Pneumonia, Viral/drug therapy; Spike Glycoprotein, Coronavirus/antagonists &amp;amp; inhibitors; Antibodies, Neutralizing/immunology; Antibodies, Viral/immunology; Betacoronavirus/pathogenicity; COVID-19; Humans; Immunoglobulin G/blood; Longitudinal Studies; Pandemics; SARS-CoV-2; Serologic Tests; Spike Glycoprotein, Coronavirus/immunology",20200916.0,https://dx.doi.org/10.1371/journal.ppat.1008796,covidwho-760712,1553-7374,9,PLoS Pathog,en,US,2020.0,"PLoS Pathog;16(9): e1008796, 2020 09. ","A comprehensive, longitudinal analysis of humoral responses specific to four recombinant antigens of SARS-CoV-2 in severe and non-severe COVID-19 patients.",article,,,16
